2024-07-12 14:48:15,218 - root - INFO - Namespace(Ks='[20, 40, 60, 80, 100]', aggregation_type='bi-interaction', cf_batch_size=1024, cf_l2loss_lambda=1e-05, cf_print_every=1, conv_dim_list='[64, 32, 16]', data_dir='datasets/', data_name='yelp2018', embed_dim=64, evaluate_every=10, kg_batch_size=2048, kg_l2loss_lambda=1e-05, kg_print_every=1, laplacian_type='random-walk', lr=0.0001, mess_dropout='[0.1, 0.1, 0.1]', n_epoch=1000, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', relation_dim=64, save_dir='trained_model/KGAT/yelp2018/embed-dim64_relation-dim64_random-walk_bi-interaction_64-32-16_lr0.0001_pretrain1/', seed=2019, stopping_steps=10, test_batch_size=10000, use_pretrain=1)
2024-07-12 14:50:50,297 - root - INFO - n_users:           45919
2024-07-12 14:50:50,298 - root - INFO - n_items:           45538
2024-07-12 14:50:50,298 - root - INFO - n_entities:        136499
2024-07-12 14:50:50,298 - root - INFO - n_users_entities:  182418
2024-07-12 14:50:50,299 - root - INFO - n_relations:       86
2024-07-12 14:50:50,299 - root - INFO - n_h_list:          5567472
2024-07-12 14:50:50,299 - root - INFO - n_t_list:          5567472
2024-07-12 14:50:50,300 - root - INFO - n_r_list:          5567472
2024-07-12 14:50:50,300 - root - INFO - n_cf_train:        930032
2024-07-12 14:50:50,300 - root - INFO - n_cf_test:         253578
2024-07-12 14:50:50,301 - root - INFO - n_kg_train:        5567472
2024-07-12 14:50:55,728 - root - INFO - KGAT(
  (entity_user_embed): Embedding(182418, 64)
  (relation_embed): Embedding(86, 64)
  (aggregator_layers): ModuleList(
    (0): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=64, out_features=64, bias=True)
      (linear2): Linear(in_features=64, out_features=64, bias=True)
    )
    (1): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=64, out_features=32, bias=True)
      (linear2): Linear(in_features=64, out_features=32, bias=True)
    )
    (2): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=32, out_features=16, bias=True)
      (linear2): Linear(in_features=32, out_features=16, bias=True)
    )
  )
)
2024-07-12 14:50:56,673 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 0909 | Time 0.9s | Iter Loss 0.0363 | Iter Mean Loss 0.0363
2024-07-12 14:50:57,246 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 0909 | Time 0.6s | Iter Loss 0.0357 | Iter Mean Loss 0.0360
2024-07-12 14:50:57,791 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 0909 | Time 0.5s | Iter Loss 0.0346 | Iter Mean Loss 0.0355
2024-07-12 14:50:58,326 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 0909 | Time 0.5s | Iter Loss 0.0383 | Iter Mean Loss 0.0362
2024-07-12 14:50:58,866 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 0909 | Time 0.5s | Iter Loss 0.0339 | Iter Mean Loss 0.0358
2024-07-12 14:50:59,400 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 0909 | Time 0.5s | Iter Loss 0.0355 | Iter Mean Loss 0.0357
2024-07-12 14:50:59,934 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 0909 | Time 0.5s | Iter Loss 0.0334 | Iter Mean Loss 0.0354
2024-07-12 14:51:00,474 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 0909 | Time 0.5s | Iter Loss 0.0293 | Iter Mean Loss 0.0346
2024-07-12 14:51:01,015 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 0909 | Time 0.5s | Iter Loss 0.0255 | Iter Mean Loss 0.0336
2024-07-12 14:51:01,553 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 0909 | Time 0.5s | Iter Loss 0.0339 | Iter Mean Loss 0.0337
2024-07-12 14:51:02,097 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 0909 | Time 0.5s | Iter Loss 0.0366 | Iter Mean Loss 0.0339
2024-07-12 14:51:02,665 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 0909 | Time 0.6s | Iter Loss 0.0346 | Iter Mean Loss 0.0340
2024-07-12 14:51:03,210 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 0909 | Time 0.5s | Iter Loss 0.0354 | Iter Mean Loss 0.0341
2024-07-12 14:51:03,746 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 0909 | Time 0.5s | Iter Loss 0.0358 | Iter Mean Loss 0.0342
2024-07-12 14:51:04,285 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 0909 | Time 0.5s | Iter Loss 0.0308 | Iter Mean Loss 0.0340
2024-07-12 14:51:04,820 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 0909 | Time 0.5s | Iter Loss 0.0350 | Iter Mean Loss 0.0341
2024-07-12 14:51:05,357 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 0909 | Time 0.5s | Iter Loss 0.0315 | Iter Mean Loss 0.0339
2024-07-12 14:51:05,894 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 0909 | Time 0.5s | Iter Loss 0.0281 | Iter Mean Loss 0.0336
2024-07-12 14:51:06,432 - root - INFO - CF Training: Epoch 0001 Iter 0019 / 0909 | Time 0.5s | Iter Loss 0.0370 | Iter Mean Loss 0.0338
2024-07-12 14:51:06,972 - root - INFO - CF Training: Epoch 0001 Iter 0020 / 0909 | Time 0.5s | Iter Loss 0.0393 | Iter Mean Loss 0.0340
2024-07-12 14:51:07,509 - root - INFO - CF Training: Epoch 0001 Iter 0021 / 0909 | Time 0.5s | Iter Loss 0.0346 | Iter Mean Loss 0.0341
2024-07-12 14:51:08,045 - root - INFO - CF Training: Epoch 0001 Iter 0022 / 0909 | Time 0.5s | Iter Loss 0.0308 | Iter Mean Loss 0.0339
2024-07-12 14:51:08,586 - root - INFO - CF Training: Epoch 0001 Iter 0023 / 0909 | Time 0.5s | Iter Loss 0.0307 | Iter Mean Loss 0.0338
2024-07-12 14:51:09,121 - root - INFO - CF Training: Epoch 0001 Iter 0024 / 0909 | Time 0.5s | Iter Loss 0.0392 | Iter Mean Loss 0.0340
2024-07-12 14:51:09,658 - root - INFO - CF Training: Epoch 0001 Iter 0025 / 0909 | Time 0.5s | Iter Loss 0.0286 | Iter Mean Loss 0.0338
2024-07-12 14:51:10,195 - root - INFO - CF Training: Epoch 0001 Iter 0026 / 0909 | Time 0.5s | Iter Loss 0.0312 | Iter Mean Loss 0.0337
2024-07-12 14:51:10,732 - root - INFO - CF Training: Epoch 0001 Iter 0027 / 0909 | Time 0.5s | Iter Loss 0.0305 | Iter Mean Loss 0.0336
